순번,정류장명,위도,경도, 
553,중방리마을회관,36.81794469 ,126.96322737 , 
554,중방리마을회관,36.81749137 ,126.96379233 , 
555,중방리 골중뱅이,36.81951140 ,126.95501620 , 
556,서원1리,36.82088570 ,126.95061220 , 
557,서원1리,36.82082200 ,126.95049490 , 
558,서원리협동화단지,36.82186110 ,126.94653390 , 
559,남성리 남방재,36.79515630 ,126.94617460 , 
560,남성리 남방재,36.79534807 ,126.94612570 , 
561,한미아파트,36.79391520 ,126.95068940 , 
562,한미아파트,36.79387636 ,126.95122735 , 
563,신일아파트,36.79320470 ,126.95300900 , 
564,신일아파트,36.79355974 ,126.95231066 , 
569,코아루아파트,36.79048740 ,126.95451460 , 
570,배미서진아파트,36.78821060 ,126.96791170 , 
571,배미서진아파트,36.78833971 ,126.96800903 , 
572,서원삼거리,36.83962139 ,126.96628402 , 
573,서원2리,36.83618803 ,126.96579402 , 
574,서원2리,36.83684136 ,126.96609068 , 
575,부영아파트,36.78517974 ,126.96140903 , 
576,상아아파트,36.78409472 ,126.94859737 , 
577,코아루에듀파크,36.78386971 ,126.94858567 , 
578,대주아파트,36.77833802 ,126.95254901 , 
579,부영아파트,36.78508806 ,126.96180900 , 
580,득산농공단지,36.78601306 ,126.96429065 , 
581,득산농공단지,36.78611307 ,126.96384904 , 
582,친오애아파트,36.78347635 ,126.95443570 , 
583,친오애아파트,36.78323139 ,126.95500066 , 
584,장미아파트입구,36.78975973 ,126.96337233 , 
588,중방리 골중뱅이,36.81961970 ,126.95505460 , 
589,서원리협동화단지,36.82199600 ,126.94646560 , 
590,서원삼거리,36.83936135 ,126.96647902 , 
591,행목1리 칠목,36.77486910 ,126.95207030 , 
592,수장리,36.80078700 ,126.96691230 , 
593,수장리,36.80061090 ,126.96685180 , 
595,수장2리,36.80395070 ,126.96481650 , 
596,수장리 종점,36.80577637 ,126.96404734 , 
598,신운리,36.87044141 ,126.94497735 , 
599,신운리,36.87043136 ,126.94513235 , 
600,월선1리,36.87378473 ,126.94012569 , 
601,월선2리,36.87805802 ,126.93396069 , 
602,모원리,36.87964805 ,126.92924566 , 
603,모원리,36.87938306 ,126.92927904 , 
608,월선2리,36.87696308 ,126.93556236 , 
609,월선1리,36.87388805 ,126.94036233 , 
612,영인농협,36.85442139 ,126.95690235 , 
613,아산2리,36.85683635 ,126.95270237 , 
614,아산2리,36.85675240 ,126.95267540 , 
615,아산3리,36.86097307 ,126.95107737 , 
616,아산3리,36.86082330 ,126.95089860 , 
617,창용1리,36.90687710 ,126.96587200 , 
619,구성2리,36.89901470 ,126.95702734 , 
620,구성1리,36.89295300 ,126.95467850 , 
621,와우리,36.89060810 ,126.95246750 , 
622,와우리대추머리,36.88856471 ,126.94873737 , 
628,와우리,36.89003820 ,126.95203390 , 
629,역2리,36.87573137 ,126.96339401 , 
630,신운1리 개사티,36.87025302 ,126.95767400 , 
631,역2리,36.87563930 ,126.96348860 , 
632,신운1리 개사티,36.87032990 ,126.95756800 , 
633,아산리 갈매지,36.86428860 ,126.94879600 , 
634,아산리 갈매지,36.86421320 ,126.94905120 , 
635,영인면사무소.영인초교,36.85530050 ,126.95511440 , 
636,영인초등학교.아산향교,36.85546920 ,126.95513450 , 
637,영인농협,36.85433470 ,126.95680390 , 
640,신화초등학교,36.88526805 ,126.96742233 , 
642,역리슈퍼,36.87683880 ,126.96560100 , 
643,역리슈퍼,36.87670320 ,126.96553460 , 
644,아산교육지원청,36.78907970 ,126.99364068 , 
645,아산교육지원청,36.78880803 ,126.99252234 , 
647,석정4리,36.80191806 ,126.98868901 , 
648,곡교1리,36.80739139 ,126.98387900 , 
649,염치농협,36.81354100 ,126.97465060 , 
650,염치농협,36.81329010 ,126.97457270 , 
651,염성2리,36.81578137 ,126.97296737 , 
652,염성2리,36.81578960 ,126.97268770 , 
653,신정삼거리,36.78604473 ,126.98316069 , 
654,동아아파트,36.78546305 ,126.98606571 , 
655,동아아파트,36.78555920 ,126.98610850 , 
656,남산현대아파트,36.78657974 ,126.99004736 , 
657,남산현대아파트,36.78658139 ,126.98985733 , 
658,남산현대아파트앞,36.78469470 ,126.98996738 , 
659,남산현대아파트앞,36.78440472 ,126.99069236 , 
660,신정호저수지입구,36.77583138 ,126.98326903 , 
661,아산실내수영장,36.77875141 ,126.98586067 , 
662,백련암,36.77993473 ,126.98673404 , 
663,방축현대아파트,36.78140637 ,126.98841232 , 
664,방축주공아파트,36.78193560 ,126.98931550 , 
665,오성하이츠2차,36.78264806 ,126.99162404 , 
666,방축주공아파트,36.78214820 ,126.98949900 , 
667,방축현대아파트,36.78141680 ,126.98815900 , 
668,백련암,36.78014638 ,126.98665400 , 
669,아산실내수영장,36.77821137 ,126.98521732 , 
670,신정호저수지입구,36.77591136 ,126.98315732 , 
671,삼정백조아파트,36.78680474 ,126.96957566 , 
673,염성1리토골,36.81417020 ,126.98410560 , 
675,염성1리,36.81584090 ,126.97860500 , 
676,삼정백조아파트,36.78685570 ,126.96932200 , 
677,곡교2리,36.81279141 ,126.98873568 , 
679,석정4리,36.79979460 ,126.99122250 , 
684,유진전력앞,36.79134970 ,126.98686234 , 
685,유진전력앞,36.79128307 ,126.98678236 , 
686,실옥4통,36.79560137 ,126.98078566 , 
687,실옥4통,36.79562250 ,126.98057700 , 
688,배미빌라앞,36.79577620 ,126.97513060 , 
689,배미빌라앞,36.79566200 ,126.97519640 , 
690,배미동,36.79456290 ,126.97391720 , 
691,배미동,36.79412240 ,126.97358730 , 
693,수광사입구,36.79473473 ,126.97092899 , 
694,오성하이츠2차,36.78257640 ,126.99149237 , 
695,신정호저수지,36.77641730 ,126.98089370 , 
696,신정호저수지,36.77623710 ,126.98091740 , 
697,아산소방서,36.78777410 ,127.01555340 , 
698,권곡초등학교,36.79001290 ,127.01256580 , 
699,삼부르네상스아파트,36.79025890 ,127.01034950 , 
700,온양민속박물관,36.79154641 ,127.00778568 , 
701,권곡주공아파트,36.79350303 ,127.00854902 , 
702,충남경제진흥원,36.79889560 ,127.01204100 , 
703,송곡2리,36.80028410 ,127.01210390 , 
704,송곡2리,36.80019520 ,127.01197220 , 
706,온양민속박물관,36.79180136 ,127.00776568 , 
707,성환아파트,36.79013141 ,127.01030068 , 
708,권곡초등학교,36.78988473 ,127.01244402 , 
709,아산소방서,36.78699480 ,127.01564910 , 
710,온양여중고,36.77956139 ,127.01346735 , 
711,송악사거리,36.78006805 ,127.01095402 , 
712,동신초등학교,36.77893807 ,127.01552235 , 
713,온양여중고,36.77941637 ,127.01348735 , 
714,송악사거리,36.78000968 ,127.01077902 , 
715,고속버스터미널(시티노래방앞),36.78427808 ,127.01506235 , 
716,석정2리,36.79806306 ,127.00513902 , 
717,곡교천시민체육공원,36.79910710 ,126.99937070 , 
718,경남아너스빌,36.79042510 ,126.99917610 , 
719,기업은행,36.78918070 ,126.99608190 , 
720,향군회관앞,36.78918136 ,126.99625400 , 
721,온양1동주민센터,36.78673302 ,126.99943571 , 
722,온양1동주민센터,36.78682636 ,126.99963236 , 
723,중부팬더아파트앞,36.79081710 ,126.99509040 , 
724,중부팬더아파트앞,36.79086270 ,126.99520220 , 
725,아산삼성요양병원,36.78297307 ,126.99720233 , 
726,온양고등학교,36.78349307 ,126.99514570 , 
727,온양고등학교,36.78337806 ,126.99524400 , 
728,아산삼성요양병원,36.78271469 ,126.99808734 , 
729,온양온천역,36.78159580 ,127.00274360 , 
730,온양온천초교,36.78065220 ,127.00735230 , 
731,온양온천초교,36.78076450 ,127.00726190 , 
732,온양온천역 신한은행,36.78171307 ,127.00264402 , 
733,상설시장,36.78488639 ,127.00147402 , 
734,시민로사거리,36.78616635 ,127.00187568 , 
735,상설시장,36.78430141 ,127.00112402 , 
736,온양1동 평생교육원,36.78651470 ,127.00326068 , 
737,아고오거리,36.78588807 ,127.00661068 , 
738,한올고등학교,36.78513990 ,127.01044480 , 
739,한올고등학교,36.78537710 ,127.00982580 , 
740,중앙시장앞,36.78595635 ,127.00691568 , 
741,충무아파트,36.78816100 ,127.00658470 , 
742,아고오거리,36.78562900 ,127.00555190 , 
743,온양온천역,36.78219830 ,127.00431880 , 
744,온양온천역 유엘시티,36.78332660 ,127.00490100 , 
745,엑스포아파트,36.80054140 ,127.00773902 , 
746,한남프레시앙아파트,36.80836306 ,127.00556902 , 
747,용화고등학교,36.77461303 ,127.00362402 , 
748,주공2단지,36.77432807 ,126.99504067 , 
749,노인복지회관,36.78278806 ,126.99322068 , 
750,노인복지회관,36.78298305 ,126.99377903 , 
751,주공2단지,36.77424975 ,126.99519568 , 
752,어의정앞,36.77593470 ,126.99911401 , 
753,온천마을아파트,36.77554973 ,127.00007402 , 
754,용화고등학교,36.77451137 ,127.00360568 , 
755,용화중학교,36.77430805 ,127.00649402 , 
756,그린빌라트,36.77847637 ,126.99755233 , 
757,한남프레시앙아파트,36.80848805 ,127.00531902 , 
758,석정1리마을회관,36.81261470 ,126.99769300 , 
760,석두1리,36.81181540 ,126.99309040 , 
761,시외버스터미널(동양고속앞),36.78440135 ,127.01507068 , 
762,고속버스터미널(빽다방앞),36.78448808 ,127.01453235 , 
763,아산시보건소,36.78250250 ,127.01491750 , 
765,용화동정자나무,36.77716805 ,126.99625235 , 
766,용화동정자나무,36.77702640 ,126.99612901 , 
767,그린빌라트,36.77850500 ,126.99745620 , 
768,굴다리,36.78112010 ,126.99978700 , 
769,아산시보건소,36.78251136 ,127.01503902 , 
770,송악나드리,36.77952973 ,127.00986902 , 
771,송악나드리,36.77947970 ,127.01003568 , 
772,주공1단지아파트,36.77755302 ,127.01062902 , 
773,주공1단지아파트,36.77756974 ,127.01087735 , 
775,아산시청,36.78829304 ,127.00179402 , 
776,아산시청(우체국),36.78883420 ,127.00156480 , 
777,신수2리,36.83946308 ,127.01107568 , 
778,신수2리,36.84025971 ,127.01118902 , 
779,동천1리,36.83652137 ,127.01111235 , 
780,동천1리,36.83684308 ,127.01144568 , 
781,동천2리,36.83336220 ,127.01030930 , 
782,동천2리,36.83329950 ,127.01041060 , 
783,충무유원지,36.82813250 ,127.01045930 , 
784,충무유원지,36.82932170 ,127.01027230 , 
785,충무충전소,36.82513469 ,127.01128068 , 
786,충무충전소,36.82385639 ,127.01175568 , 
787,방현2리,36.81740637 ,127.00667402 , 
788,방현2리,36.81745138 ,127.00692568 , 
789,방현3리,36.81727070 ,127.01240200 , 
790,충무휴게소,36.81326971 ,127.00486402 , 
791,충무휴게소,36.81317968 ,127.00506235 , 
792,엑스포아파트,36.80073805 ,127.00750735 , 
793,민들레주유소,36.79828680 ,127.00760030 , 
794,민들레주유소,36.79819490 ,127.00783070 , 
795,석정2리,36.79795060 ,127.00543350 , 
796,곡교천시민체육공원,36.79893170 ,126.99946710 , 
797,온양1동 평생교육원,36.78643974 ,127.00342568 , 
799,성내1리 쇠재,36.88053306 ,126.99230070 , 
800,아산온천,36.85346136 ,126.98242903 , 
802,창용2리,36.91140940 ,126.97349640 , 
803,창용2리,36.91130160 ,126.97358130 , 
807,한성공장앞,36.87659050 ,126.97258760 , 
808,신봉4리 작은철봉,36.89373870 ,126.97196570 , 
811,창용4리 마산,36.90807290 ,126.98870940 , 
816,신봉1리 입구,36.89788140 ,126.97208200 , 
818,삼화실업,36.89340180 ,126.97119250 , 
821,안골마을회관,36.87039302 ,126.98330902 , 
822,신화1리,36.88394330 ,126.97190300 , 
823,신화1리,36.88406100 ,126.97201440 , 
824,신화리,36.88331639 ,126.97387400 , 
825,신화리,36.88366190 ,126.97349840 , 
826,용수사,36.88086820 ,126.98064880 , 
827,용수사,36.88100280 ,126.98049080 , 
828,음봉농협,36.84973974 ,127.01329735 , 
829,음봉농협,36.84970636 ,127.01319568 , 
830,이충무공묘,36.85020560 ,127.01024680 , 
831,산정리,36.85108560 ,127.00354570 , 
832,산정리,36.85095040 ,127.00353540 , 
834,신남5리,36.89823306 ,127.01105902 , 
836,태정기공앞,36.89599803 ,127.00767402 , 
838,신봉3리,36.89470803 ,127.00500735 , 
840,신봉3리,36.88812920 ,127.00163610 , 
843,성내3리,36.87126940 ,127.00359020 , 
844,신봉2리 마을회관,36.89991860 ,126.99593050 , 
849,음봉초등학교,36.84781530 ,127.01142180 , 
850,이충무공묘,36.85037500 ,127.00978020 , 
854,성내3리,36.87131306 ,127.00370235 , 
855,산정리 건너말,36.85656440 ,127.00522210 , 
856,산정리 건너말,36.85652970 ,127.00553640 , 
857,산정리,36.85534120 ,127.00589180 , 
858,산정리,36.85504472 ,127.00614068 , 
859,수철리 제펜네종점,36.72242136 ,127.06319902 , 
860,남동,36.77374137 ,127.03555402 , 
861,갈마지,36.75025540 ,127.01675280 , 
862,온양6동주민센터(온양),36.75426960 ,127.01852570 , 
863,온양초등학교,36.76171471 ,127.01876402 , 
864,읍내2통,36.76001490 ,127.01969870 , 
865,초원아파트,36.75536140 ,127.03240068 , 
866,그린빌라,36.75278920 ,127.03686260 , 
867,그린빌라,36.75271305 ,127.03723568 , 
868,초원아파트,36.75564140 ,127.03213068 , 
869,좌부일통,36.75915639 ,127.02670568 , 
870,온양초등학교,36.76160650 ,127.01870840 , 
873,좌부일통,36.75905040 ,127.02667440 , 
874,읍내2통,36.75984840 ,127.01975570 , 
875,온양6동주민센터(송악),36.75417471 ,127.01837402 , 
876,갈마지,36.75033306 ,127.01654402 , 
877,강당2리,36.72291930 ,127.01746050 , 
878,강당2리,36.72293710 ,127.01762610 , 
879,구령1리,36.77244304 ,127.04093901 , 
880,신흥다세대,36.77225803 ,127.04532068 , 
881,태성연립,36.77261900 ,127.04697180 , 
882,공수4리,36.77333380 ,127.05003790 , 
883,태성연립,36.77263136 ,127.04665068 , 
884,신흥다세대,36.77213000 ,127.04522660 , 
885,구령1리,36.77289840 ,127.03992960 , 
886,금곡초등학교,36.75041304 ,127.04113068 , 
887,신흥리,36.74699469 ,127.04550235 , 
889,수철3리 날마루,36.72965136 ,127.05379068 , 
890,수철저수지,36.72597780 ,127.05924210 , 
891,수철1리 제펜네,36.72393880 ,127.06125820 , 
892,수철3리 날마루,36.72965136 ,127.05434901 , 
893,수철리 마릿골,36.73389260 ,127.05030290 , 
894,중리3리,36.74136807 ,127.04884568 , 
895,신흥리,36.74704135 ,127.04560568 , 
897,금곡초등학교,36.75050637 ,127.04116902 , 
898,한라비발디,36.77014138 ,127.06209068 , 
899,배방푸르지오,36.76967930 ,127.05629940 , 
900,중앙하이츠1차,36.77259137 ,127.05481068 , 
901,중앙하이츠1차,36.77259302 ,127.05462568 , 
902,배방푸르지오,36.76959302 ,127.05725235 , 
906,중리3리,36.74189950 ,127.04862200 , 
907,수철리 마릿골,36.73401639 ,127.05035902 , 
912,수철저수지,36.72596800 ,127.05952100 , 
913,수철1리 제펜네,36.72389638 ,127.06161235 , 
914,수철1리 제팬네종점,36.72218790 ,127.06313830 , 
915,수철리 명막골종점,36.70931280 ,127.07101290 , 
916,북수7리,36.75987520 ,127.07743800 , 
917,호서대학교입구,36.74282680 ,127.07396950 , 
919,호서대학교입구,36.74289974 ,127.07406735 , 
920,세출리,36.74357340 ,127.07326300 , 
921,회룡1리 마을회관,36.75028970 ,127.07297235 , 
922,회룡2리,36.75265030 ,127.07375270 , 
923,북수7리,36.75972140 ,127.07754080 , 
924,북수1리 입구,36.76614450 ,127.07101020 , 
925,윤정사앞,36.75928150 ,127.06405740 , 
926,북수1리 창터,36.76437050 ,127.06904810 , 
927,삼태리 종점,36.73622070 ,127.08440770 , 
928,삼태리 종점,36.73627990 ,127.08458660 , 
929,갈매2리,36.75653810 ,127.09562800 , 
930,갈매보건지소,36.76286930 ,127.08806890 , 
931,세교1리,36.75916550 ,127.10927040 , 
932,세교2리 안골,36.76653280 ,127.10694840 , 
933,세교2리 안골,36.76639802 ,127.10699068 , 
934,갈매2리,36.75665306 ,127.09573735 , 
935,원당,36.73698210 ,127.08951100 , 
936,삼태리/원당,36.73708570 ,127.08948250 , 
937,삼태2리,36.73951490 ,127.09202890 , 
938,삼태2리 경로당,36.74009803 ,127.09272068 , 
939,용정1리,36.74580370 ,127.10002390 , 
940,용정1리,36.74548380 ,127.10005360 , 
941,삼태1리,36.74939030 ,127.09642510 , 
942,삼태1리,36.74924870 ,127.09642690 , 
945,갈매보건지소,36.76273850 ,127.08804160 , 
946,신동,36.77438975 ,127.03375068 , 
947,대림아파트,36.78127635 ,127.01833568 , 
948,신일아파트입구,36.80112136 ,127.02029735 , 
949,현충사입구,36.80277141 ,127.02941068 , 
950,대림아파트,36.77979136 ,127.01868068 , 
951,이마트 아산점,36.77686803 ,127.02284235 , 
952,풍기3통,36.77536307 ,127.02905402 , 
953,모종2통,36.77549639 ,127.02923902 , 
954,백암2리,36.79491803 ,127.03488568 , 
955,방현1리,36.81921473 ,127.02028402 , 
957,신일아파트입구,36.80119639 ,127.02033568 , 
958,신일아파트,36.80597474 ,127.02145068 , 
959,백암2리,36.79514971 ,127.03575068 , 
960,장호빌딩,36.77425690 ,127.05532060 , 
961,모산,36.77515130 ,127.06046450 , 
962,모산,36.77518120 ,127.05975950 , 
963,오류동 아산세무서,36.77478340 ,127.05750940 , 
964,장호빌딩,36.77433303 ,127.05487735 , 
965,오류동 아산세무서,36.77456300 ,127.05690220 , 
967,용두1리,36.79946636 ,127.04794401 , 
968,용두1리,36.79869305 ,127.04826068 , 
971,에이스주택,36.84233141 ,127.06032902 , 
976,송촌리 물너목,36.84517700 ,127.03577320 , 
977,송촌리 물너목,36.84509141 ,127.03553235 , 
978,삼거2리,36.84815137 ,127.02596068 , 
979,삼거2리,36.84759137 ,127.02697902 , 
980,원남1리,36.86472630 ,127.02672680 , 
981,신정1리,36.87138472 ,127.02754402 , 
982,봉재2리,36.87808135 ,127.02994902 , 
983,봉재1리,36.88859080 ,127.03409640 , 
984,산전리,36.89743636 ,127.03505568 , 
985,관대리,36.90278972 ,127.03344235 , 
986,송용2리,36.91080760 ,127.03425320 , 
989,산전리,36.89718637 ,127.03491235 , 
990,봉재1리,36.88935474 ,127.03412735 , 
991,봉재2리,36.87757807 ,127.02953068 , 
993,원남리 두원공조,36.86514860 ,127.03090900 , 
994,소동2리 송암,36.86347900 ,127.03848070 , 
995,소동2리 송암,36.86362308 ,127.03834402 , 
996,원남리 두원공조,36.86527974 ,127.03079568 , 
997,원남1리,36.86481370 ,127.02715820 , 
1002,신항1리,36.89766474 ,127.02086402 , 
1003,신항1리,36.89777410 ,127.02100860 , 
1004,봉재1리 장재울,36.88315160 ,127.03644340 , 
1005,동암리,36.84399475 ,127.05571568 , 
1006,동암리,36.84346641 ,127.05641568 , 
1007,송촌리 재넘어,36.84531300 ,127.05003940 , 
1009,송촌리,36.84529420 ,127.04510430 , 
1010,송촌리,36.84514469 ,127.04504568 , 
1012,소동1리,36.86637080 ,127.04854940 , 
1013,소동3리,36.86913580 ,127.05652600 , 
1014,신휴2리마을회관,36.89037660 ,127.06158250 , 
1015,송촌리 재넘어,36.84520340 ,127.05085880 , 
1017,신휴2리마을회관,36.89027637 ,127.06150235 , 
1018,광성정밀,36.87173500 ,127.06171040 , 
1019,광성정밀,36.87159472 ,127.06162068 , 
1022,소동2리,36.86590306 ,127.04468902 , 
1024,신양2리,36.88312635 ,127.05203235 , 
1025,신양1리,36.88633636 ,127.05531402 , 
1029,호서웨딩프라자,36.77695200 ,127.07928070 , 
1030,북수3리,36.77517138 ,127.06991735 , 
1031,북수5리,36.77496303 ,127.06983235 , 
1032,북수6리,36.77514302 ,127.07186735 , 
1033,호서웨딩프라자,36.77723971 ,127.08073901 , 
1035,갈산리,36.79884304 ,127.06522568 , 
1036,갈산리,36.79897190 ,127.06516420 , 
1037,탕정초등학교,36.80179637 ,127.06780902 , 
1038,탕정초등학교,36.80158472 ,127.06726235 , 
1039,선문대학교,36.80319141 ,127.07004402 , 
1040,선문대학교,36.80324303 ,127.06984902 , 
1041,탕정농협,36.80800136 ,127.07419735 , 
1042,탕정농협,36.80758308 ,127.07363901 , 
1043,호산1리,36.80965306 ,127.07702735 , 
1044,호산1리,36.80954803 ,127.07667235 , 
1045,호산3리,36.80798920 ,127.08226570 , 
1046,호산3리,36.80799303 ,127.08241735 , 
1047,매곡2리,36.79571420 ,127.08568950 , 
1048,매곡2리,36.79551306 ,127.08581402 , 
1049,매곡1리,36.78925136 ,127.08321901 , 
1050,매곡1리,36.78917540 ,127.08322980 , 
1052,덕지리,36.83720471 ,127.07604902 , 
1053,포스코아파트정문,36.83866307 ,127.07317569 , 
1054,동암1교차로,36.84165640 ,127.06377080 , 
1055,포스코아파트후문,36.84035972 ,127.07570235 , 
1056,제자교회,36.83488650 ,127.08414710 , 
1058,초원그린타운아파트,36.83626636 ,127.08428902 , 
1059,한라아파트,36.82108200 ,127.08585320 , 
1060,동덕초등학교,36.81950660 ,127.08389400 , 
1061,호산2리,36.81474520 ,127.08083090 , 
1062,호산2리,36.81472320 ,127.08099920 , 
1063,탕정농공단지입구,36.81774620 ,127.08188530 , 
1064,동덕초등학교,36.81956200 ,127.08425250 , 
1065,한라아파트,36.82166540 ,127.08642200 , 
1067,삼성전자 기숙사,36.81541802 ,127.07028402 , 
1068,삼성전자 기숙사,36.81576974 ,127.07065068 , 
1069,명암3리,36.81956340 ,127.07045780 , 
